"Period","Forecast","Model"
60,131.539488209894,"BDMM-NR"
61,132.050705883706,"BDMM-NR"
62,131.924390095068,"BDMM-NR"
63,131.643456463958,"BDMM-NR"
64,131.55620474598,"BDMM-NR"
65,131.257766673765,"BDMM-NR"
66,131.057756449041,"BDMM-NR"
67,131.221189440281,"BDMM-NR"
68,131.19189754025,"BDMM-NR"
69,131.543341788443,"BDMM-NR"
70,131.338456541524,"BDMM-NR"
71,132.861251984025,"BDMM-NR"
72,132.965821326101,"BDMM-NR"
73,131.180681296368,"BDMM-NR"
74,132.632944357014,"BDMM-NR"
75,131.864376989988,"BDMM-NR"
76,131.986318936562,"BDMM-NR"
77,131.982624437265,"BDMM-NR"
78,132.058734791446,"BDMM-NR"
79,131.893266316357,"BDMM-NR"
80,131.314254299373,"BDMM-NR"
81,131.934529006603,"BDMM-NR"
82,132.454184883063,"BDMM-NR"
83,131.752316378294,"BDMM-NR"
84,131.275866191121,"BDMM-NR"
85,131.006663988375,"BDMM-NR"
86,132.440836275728,"BDMM-NR"
87,132.213385964025,"BDMM-NR"
88,131.981070102395,"BDMM-NR"
89,132.443488250531,"BDMM-NR"
90,132.082851573683,"BDMM-NR"
91,132.620051801034,"BDMM-NR"
92,132.943258147351,"BDMM-NR"
93,131.604206473076,"BDMM-NR"
94,132.162764029498,"BDMM-NR"
95,132.1844721471,"BDMM-NR"
96,132.165029361421,"BDMM-NR"
97,134.187016467549,"BDMM-NR"
98,134.215569248634,"BDMM-NR"
99,133.948653078642,"BDMM-NR"
100,133.133618622985,"BDMM-NR"
101,133.980244812851,"BDMM-NR"
102,132.595373872526,"BDMM-NR"
103,132.113471991395,"BDMM-NR"
104,131.462697598424,"BDMM-NR"
105,133.292570371222,"BDMM-NR"
106,133.191310451311,"BDMM-NR"
107,132.597637535467,"BDMM-NR"
108,133.134996225013,"BDMM-NR"
109,132.829887526835,"BDMM-NR"
110,132.780781507185,"BDMM-NR"
111,133.660547567922,"BDMM-NR"
112,133.871178504861,"BDMM-NR"
113,133.409982056606,"BDMM-NR"
114,133.15414694967,"BDMM-NR"
115,132.293224410467,"BDMM-NR"
116,132.810280716229,"BDMM-NR"
117,132.968484711216,"BDMM-NR"
118,133.008773624017,"BDMM-NR"
119,133.482314531262,"BDMM-NR"
120,131.826264875984,"BDMM-NR"
121,131.902222734203,"BDMM-NR"
122,132.557445404883,"BDMM-NR"
123,131.657344809095,"BDMM-NR"
124,133.191499113808,"BDMM-NR"
125,132.717166870433,"BDMM-NR"
126,131.124581601495,"BDMM-NR"
127,132.652482882385,"BDMM-NR"
128,132.954111143818,"BDMM-NR"
129,132.240235610333,"BDMM-NR"
130,131.952803962195,"BDMM-NR"
131,132.956788098282,"BDMM-NR"
132,133.771029284382,"BDMM-NR"
133,132.775205597881,"BDMM-NR"
134,133.685693799645,"BDMM-NR"
135,133.572243454356,"BDMM-NR"
136,132.162784328755,"BDMM-NR"
137,133.241493785989,"BDMM-NR"
138,132.788329682251,"BDMM-NR"
139,133.306940698554,"BDMM-NR"
140,134.016017336452,"BDMM-NR"
141,133.676464277647,"BDMM-NR"
142,132.779363334425,"BDMM-NR"
143,131.952516944519,"BDMM-NR"
144,132.863684183411,"BDMM-NR"
145,132.742129008278,"BDMM-NR"
146,133.094094080642,"BDMM-NR"
147,133.024325095376,"BDMM-NR"
148,132.419148922924,"BDMM-NR"
149,132.725421751115,"BDMM-NR"
150,132.716269745323,"BDMM-NR"
151,133.240063965815,"BDMM-NR"
152,132.825795572146,"BDMM-NR"
153,132.561751373114,"BDMM-NR"
154,132.031417401124,"BDMM-NR"
155,132.674192088479,"BDMM-NR"
156,132.634783047543,"BDMM-NR"
157,132.748648913011,"BDMM-NR"
158,132.476034082128,"BDMM-NR"
159,132.524476382431,"BDMM-NR"
160,133.398474358846,"BDMM-NR"
161,132.934715248524,"BDMM-NR"
162,133.818543355569,"BDMM-NR"
163,132.244631036074,"BDMM-NR"
164,132.114185252711,"BDMM-NR"
165,133.082041434539,"BDMM-NR"
1,130.574289434848,"BDMM-K"
2,129.813965979144,"BDMM-K"
3,129.070005092959,"BDMM-K"
4,129.797915254473,"BDMM-K"
5,130.217850671974,"BDMM-K"
6,131.435451984479,"BDMM-K"
7,131.397886581217,"BDMM-K"
8,131.009596975392,"BDMM-K"
9,130.688755244038,"BDMM-K"
10,129.742418213435,"BDMM-K"
11,131.083357283848,"BDMM-K"
12,131.442403569759,"BDMM-K"
13,131.189178597862,"BDMM-K"
14,131.529821120237,"BDMM-K"
15,130.855739874576,"BDMM-K"
16,131.643887746632,"BDMM-K"
17,132.008077311277,"BDMM-K"
18,130.072788212323,"BDMM-K"
19,131.939182463084,"BDMM-K"
20,131.360279217113,"BDMM-K"
21,131.178458083766,"BDMM-K"
22,130.723485053277,"BDMM-K"
23,129.869592178893,"BDMM-K"
24,129.57370439925,"BDMM-K"
25,130.586899301642,"BDMM-K"
26,130.040972430297,"BDMM-K"
27,131.033196273024,"BDMM-K"
28,130.31925702521,"BDMM-K"
29,129.920200308133,"BDMM-K"
30,131.445992878631,"BDMM-K"
31,130.286262817771,"BDMM-K"
32,129.975619930843,"BDMM-K"
33,131.072102352047,"BDMM-K"
34,131.805984995663,"BDMM-K"
35,130.213156512709,"BDMM-K"
36,130.829012212476,"BDMM-K"
37,130.881618223106,"BDMM-K"
38,131.157021310725,"BDMM-K"
39,131.339995410608,"BDMM-K"
40,131.582147960309,"BDMM-K"
41,131.719839330594,"BDMM-K"
42,130.46495676527,"BDMM-K"
43,130.796124594273,"BDMM-K"
44,131.702564457095,"BDMM-K"
45,130.936300288171,"BDMM-K"
46,131.523391419152,"BDMM-K"
47,132.384464379391,"BDMM-K"
48,130.173779733853,"BDMM-K"
49,131.75747839498,"BDMM-K"
50,131.207467863322,"BDMM-K"
51,130.615196032003,"BDMM-K"
52,131.516061403685,"BDMM-K"
53,131.310684658883,"BDMM-K"
54,130.853967947447,"BDMM-K"
55,131.570649556926,"BDMM-K"
56,132.21332058047,"BDMM-K"
57,131.453624701385,"BDMM-K"
58,132.957831723728,"BDMM-K"
59,132.83213377818,"BDMM-K"
60,131.264671886925,"BDMM-K"
61,132.832389113824,"BDMM-K"
62,132.695180950705,"BDMM-K"
63,131.328986988621,"BDMM-K"
64,132.747608727814,"BDMM-K"
65,132.674647450489,"BDMM-K"
66,132.012474390051,"BDMM-K"
67,132.285864734618,"BDMM-K"
68,130.980497747644,"BDMM-K"
69,133.152551131769,"BDMM-K"
70,131.759616904012,"BDMM-K"
71,131.86913542962,"BDMM-K"
72,132.153250674508,"BDMM-K"
73,132.038211182853,"BDMM-K"
74,133.057790653278,"BDMM-K"
75,131.282023809668,"BDMM-K"
76,131.593836317409,"BDMM-K"
77,132.131835892621,"BDMM-K"
78,132.178953555992,"BDMM-K"
79,133.881868639496,"BDMM-K"
80,130.920785742152,"BDMM-K"
81,132.633393128377,"BDMM-K"
82,132.552166599297,"BDMM-K"
83,132.665775806229,"BDMM-K"
84,131.122186271675,"BDMM-K"
85,132.252170846452,"BDMM-K"
86,131.720159688527,"BDMM-K"
87,131.024536150006,"BDMM-K"
88,131.705465153453,"BDMM-K"
89,131.577338296823,"BDMM-K"
90,133.646847736673,"BDMM-K"
91,132.174057159593,"BDMM-K"
92,133.400315564874,"BDMM-K"
93,133.251689882033,"BDMM-K"
94,132.197054902804,"BDMM-K"
95,133.354174595527,"BDMM-K"
96,133.296876707538,"BDMM-K"
97,132.448744631208,"BDMM-K"
98,134.012991276737,"BDMM-K"
99,133.486244109094,"BDMM-K"
100,133.188487671956,"BDMM-K"
101,132.649802576328,"BDMM-K"
102,133.206217471055,"BDMM-K"
103,132.551660330635,"BDMM-K"
104,133.262132396436,"BDMM-K"
105,133.063254886966,"BDMM-K"
106,132.997725122934,"BDMM-K"
107,133.851282839258,"BDMM-K"
108,132.408125677303,"BDMM-K"
109,132.711839784821,"BDMM-K"
110,133.567010221451,"BDMM-K"
111,133.820697093088,"BDMM-K"
112,132.934242113797,"BDMM-K"
113,132.830204408296,"BDMM-K"
114,133.565586632602,"BDMM-K"
115,133.117988514349,"BDMM-K"
116,133.191555494082,"BDMM-K"
117,132.813101251941,"BDMM-K"
118,132.988895631701,"BDMM-K"
119,132.816635003856,"BDMM-K"
120,133.081155675276,"BDMM-K"
121,132.613869297573,"BDMM-K"
122,132.378440794343,"BDMM-K"
123,132.487403592837,"BDMM-K"
124,132.200021604749,"BDMM-K"
125,133.90172914027,"BDMM-K"
126,131.998399569757,"BDMM-K"
127,133.644393614407,"BDMM-K"
128,132.819952411567,"BDMM-K"
129,131.288596028782,"BDMM-K"
130,132.330876486936,"BDMM-K"
131,133.758159557358,"BDMM-K"
132,132.131654149973,"BDMM-K"
133,133.155643054398,"BDMM-K"
134,132.159927852086,"BDMM-K"
135,132.788254297284,"BDMM-K"
136,133.637826858164,"BDMM-K"
137,132.578459281604,"BDMM-K"
138,133.523016914431,"BDMM-K"
139,133.669751913396,"BDMM-K"
140,133.80951057129,"BDMM-K"
141,134.021046473596,"BDMM-K"
142,133.769124929467,"BDMM-K"
143,133.126349560238,"BDMM-K"
144,132.689417567469,"BDMM-K"
145,132.521932580045,"BDMM-K"
146,132.62026964471,"BDMM-K"
147,131.536352764793,"BDMM-K"
148,131.873865255942,"BDMM-K"
149,132.276267678947,"BDMM-K"
150,132.084910222587,"BDMM-K"
151,132.392925360528,"BDMM-K"
152,132.686500746149,"BDMM-K"
153,132.238823850798,"BDMM-K"
154,131.099898941062,"BDMM-K"
155,134.07827480313,"BDMM-K"
156,132.072417867062,"BDMM-K"
157,133.463840498566,"BDMM-K"
158,132.28017849274,"BDMM-K"
159,133.22887882546,"BDMM-K"
160,132.747097509042,"BDMM-K"
161,133.441759827837,"BDMM-K"
162,131.589147251397,"BDMM-K"
163,132.88077167691,"BDMM-K"
164,133.116037039302,"BDMM-K"
165,134.149159190989,"BDMM-K"
1,129.670871689453,"DMA"
2,129.610953493556,"DMA"
3,128.704045937125,"DMA"
4,130.337171840456,"DMA"
5,130.740302475039,"DMA"
6,130.33476248022,"DMA"
7,130.144925346156,"DMA"
8,130.730081351053,"DMA"
9,129.40171356702,"DMA"
10,130.563717978283,"DMA"
11,131.325460651773,"DMA"
12,130.45799720595,"DMA"
13,130.359005308442,"DMA"
14,130.426923383491,"DMA"
15,131.031603699038,"DMA"
16,129.912542931738,"DMA"
17,130.35169830888,"DMA"
18,129.556012623015,"DMA"
19,130.662251792079,"DMA"
20,130.794629704708,"DMA"
21,130.753573025441,"DMA"
22,130.537670587235,"DMA"
23,129.074684234143,"DMA"
24,129.427132273555,"DMA"
25,130.13827550309,"DMA"
26,130.362652215832,"DMA"
27,130.43804722801,"DMA"
28,129.491709543078,"DMA"
29,130.997302860751,"DMA"
30,130.424323577818,"DMA"
31,130.192619082359,"DMA"
32,130.662672828001,"DMA"
33,131.284242489174,"DMA"
34,131.235374852742,"DMA"
35,130.580203753854,"DMA"
36,130.075408862772,"DMA"
37,131.813698906373,"DMA"
38,130.297948754783,"DMA"
39,130.55901229293,"DMA"
40,131.987428414145,"DMA"
41,130.565165044675,"DMA"
42,130.77107865125,"DMA"
43,131.184357230852,"DMA"
44,132.219376077106,"DMA"
45,130.565119266243,"DMA"
46,131.798514739942,"DMA"
47,131.140619464634,"DMA"
48,132.250408162636,"DMA"
49,132.019011113892,"DMA"
50,131.220897333564,"DMA"
51,130.712232202028,"DMA"
52,130.293110838238,"DMA"
53,130.537353408099,"DMA"
54,131.216797870746,"DMA"
55,130.59068366019,"DMA"
56,131.689448438508,"DMA"
57,131.163300501349,"DMA"
58,133.28203873038,"DMA"
59,132.617961449154,"DMA"
60,132.197179217639,"DMA"
61,131.420707650371,"DMA"
62,133.42563617928,"DMA"
63,131.559232040161,"DMA"
64,131.619894626233,"DMA"
65,129.964436615226,"DMA"
66,132.449799218821,"DMA"
67,131.617560235665,"DMA"
68,130.876907275441,"DMA"
69,131.841485502825,"DMA"
70,133.036999452153,"DMA"
71,132.186855000707,"DMA"
72,132.037871342568,"DMA"
73,132.813846695059,"DMA"
74,131.146089679435,"DMA"
75,131.597004841366,"DMA"
76,132.522513473823,"DMA"
77,130.831445178232,"DMA"
78,132.742251373634,"DMA"
79,130.969343576298,"DMA"
80,132.045784997726,"DMA"
81,131.99351228702,"DMA"
82,131.454024090826,"DMA"
83,132.066951122707,"DMA"
84,131.85672709519,"DMA"
85,132.712601205418,"DMA"
86,130.991017241234,"DMA"
87,133.289892217652,"DMA"
88,132.134752877029,"DMA"
89,131.714701427365,"DMA"
90,131.650087981049,"DMA"
91,133.53340546497,"DMA"
92,131.540871960206,"DMA"
93,132.937914399879,"DMA"
94,132.276420598478,"DMA"
95,132.362643655065,"DMA"
96,132.778816396647,"DMA"
97,133.302539773193,"DMA"
98,133.210186504486,"DMA"
99,132.891911958926,"DMA"
100,133.939328070385,"DMA"
101,133.798422532923,"DMA"
102,134.647115690017,"DMA"
103,132.520059291688,"DMA"
104,132.472425413506,"DMA"
105,132.504017645683,"DMA"
106,132.251536307768,"DMA"
107,134.658997965188,"DMA"
108,130.833866809302,"DMA"
109,131.675023670875,"DMA"
110,132.354849463394,"DMA"
111,132.704307263385,"DMA"
112,132.888853233695,"DMA"
113,133.596376023953,"DMA"
114,133.820826696683,"DMA"
115,132.060870765664,"DMA"
116,133.139353793781,"DMA"
117,131.644724846937,"DMA"
118,133.632238618888,"DMA"
119,132.112136769423,"DMA"
120,133.033822398706,"DMA"
121,131.919623082385,"DMA"
122,132.606987286577,"DMA"
123,132.533949699785,"DMA"
124,131.663260624572,"DMA"
125,133.121745000624,"DMA"
126,135.360988990207,"DMA"
127,132.811856177469,"DMA"
128,132.494288941336,"DMA"
129,132.290836507003,"DMA"
130,132.423888579161,"DMA"
131,133.084017775405,"DMA"
132,132.339296327811,"DMA"
133,134.280193126273,"DMA"
134,133.501415889207,"DMA"
135,133.470251434537,"DMA"
136,134.028147986073,"DMA"
137,131.850648961154,"DMA"
138,132.103580173917,"DMA"
139,133.422306004658,"DMA"
140,132.578984359813,"DMA"
141,133.497095690708,"DMA"
142,133.013028962374,"DMA"
143,133.417768053276,"DMA"
144,131.36015857305,"DMA"
145,132.987787279619,"DMA"
146,130.889523524118,"DMA"
147,132.152020204198,"DMA"
148,132.666273510262,"DMA"
149,131.989004693473,"DMA"
150,133.652395300843,"DMA"
151,132.764498161369,"DMA"
152,131.437545664413,"DMA"
153,134.044735876178,"DMA"
154,132.912399630398,"DMA"
155,132.445075987126,"DMA"
156,133.223949015384,"DMA"
157,131.748225336424,"DMA"
158,132.713868364372,"DMA"
159,133.105583850154,"DMA"
160,130.50585393204,"DMA"
161,132.692726435518,"DMA"
162,132.330925316066,"DMA"
163,132.99881944067,"DMA"
164,134.111108300619,"DMA"
165,133.296149872102,"DMA"
1,129.213978802055,"DMS"
2,129.852292424561,"DMS"
3,129.266002866722,"DMS"
4,129.298132054609,"DMS"
5,127.992111837409,"DMS"
6,130.287567046178,"DMS"
7,131.140590432415,"DMS"
8,130.686116715698,"DMS"
9,129.415064422116,"DMS"
10,129.890335826461,"DMS"
11,131.53317376081,"DMS"
12,131.254926079372,"DMS"
13,131.155186711519,"DMS"
14,130.417193224244,"DMS"
15,130.595433366957,"DMS"
16,129.928078489114,"DMS"
17,131.060607303395,"DMS"
18,131.114704543006,"DMS"
19,130.92512019307,"DMS"
20,131.018056597783,"DMS"
21,128.520513889687,"DMS"
22,130.929812918493,"DMS"
23,130.243558686299,"DMS"
24,129.313398242734,"DMS"
25,130.103719098421,"DMS"
26,130.312962872856,"DMS"
27,129.427783017422,"DMS"
28,130.349873183496,"DMS"
29,129.119010104135,"DMS"
30,129.414525330602,"DMS"
31,132.1047342205,"DMS"
32,131.144391938073,"DMS"
33,129.180618379883,"DMS"
34,130.539846864117,"DMS"
35,131.015008691843,"DMS"
36,130.743544270188,"DMS"
37,132.109039776905,"DMS"
38,133.166977373256,"DMS"
39,130.587056527823,"DMS"
40,131.831359725172,"DMS"
41,131.99335631177,"DMS"
42,131.341243152811,"DMS"
43,131.229210927773,"DMS"
44,132.254802638021,"DMS"
45,131.461274897263,"DMS"
46,129.423530342468,"DMS"
47,131.566059231348,"DMS"
48,129.954548057249,"DMS"
49,130.699577406173,"DMS"
50,131.042460172077,"DMS"
51,129.406123504927,"DMS"
52,131.166506846891,"DMS"
53,132.143708092884,"DMS"
54,131.010075596384,"DMS"
55,130.218894222671,"DMS"
56,131.532468507695,"DMS"
57,131.075775404869,"DMS"
58,131.979372500402,"DMS"
59,131.17875974335,"DMS"
60,131.159418604405,"DMS"
61,132.189423399345,"DMS"
62,132.258413569019,"DMS"
63,132.81267641584,"DMS"
64,132.608238397412,"DMS"
65,130.918600880652,"DMS"
66,132.389182526196,"DMS"
67,130.469113057478,"DMS"
68,131.833367381913,"DMS"
69,130.0591326596,"DMS"
70,132.539415029093,"DMS"
71,131.155440656752,"DMS"
72,131.728717841512,"DMS"
73,132.212641662061,"DMS"
74,130.529748743079,"DMS"
75,132.604455202285,"DMS"
76,132.957104853258,"DMS"
77,132.197175407011,"DMS"
78,130.672784659239,"DMS"
79,130.495428971797,"DMS"
80,130.477630583906,"DMS"
81,131.44997879373,"DMS"
82,131.833393682609,"DMS"
83,132.211673490425,"DMS"
84,132.726658476476,"DMS"
85,131.530811910588,"DMS"
86,133.058195215698,"DMS"
87,131.918947469339,"DMS"
88,130.986334861048,"DMS"
89,132.950267041442,"DMS"
90,133.001728818243,"DMS"
91,132.775629002149,"DMS"
92,133.213811685608,"DMS"
93,134.114635240276,"DMS"
94,132.456256242725,"DMS"
95,133.886455484594,"DMS"
96,132.411643686128,"DMS"
97,134.501850084617,"DMS"
98,133.356369071923,"DMS"
99,133.280527855534,"DMS"
100,133.914303189836,"DMS"
101,133.816083716044,"DMS"
102,134.625018626318,"DMS"
103,133.734041045043,"DMS"
104,134.185968879652,"DMS"
105,133.77179286597,"DMS"
106,132.737451202532,"DMS"
107,134.212252100184,"DMS"
108,131.970095465311,"DMS"
109,133.723695443098,"DMS"
110,132.156666342028,"DMS"
111,133.777059365615,"DMS"
112,132.906412616361,"DMS"
113,132.816112579766,"DMS"
114,134.534487305883,"DMS"
115,132.209908193386,"DMS"
116,133.901982160072,"DMS"
117,132.383886594268,"DMS"
118,132.941463046601,"DMS"
119,132.700539154871,"DMS"
120,134.425209217271,"DMS"
121,133.860569338565,"DMS"
122,132.66131219182,"DMS"
123,132.66073616982,"DMS"
124,132.595018930906,"DMS"
125,131.577571031965,"DMS"
126,131.224598557189,"DMS"
127,132.627138641451,"DMS"
128,132.642514232414,"DMS"
129,132.04914910304,"DMS"
130,131.909204056516,"DMS"
131,132.901577456935,"DMS"
132,134.64210179343,"DMS"
133,132.746976568439,"DMS"
134,134.034109915528,"DMS"
135,132.509771122518,"DMS"
136,133.199787576023,"DMS"
137,134.678616424853,"DMS"
138,133.118565519672,"DMS"
139,132.575924800465,"DMS"
140,131.427022922579,"DMS"
141,132.626387859689,"DMS"
142,133.96691815363,"DMS"
143,132.434150500179,"DMS"
144,133.379636727886,"DMS"
145,132.209222122027,"DMS"
146,131.103743241798,"DMS"
147,130.460199289612,"DMS"
148,131.380661634222,"DMS"
149,132.631563770564,"DMS"
150,132.00474626243,"DMS"
